,Region,Year,Technology,Amount (2020 USD million)
11913,Africa,2011,Bioenergy,13.18342327
11914,Africa,2016,Multiple renewables,4.902418308
11915,Africa,2016,Multiple renewables,0.081707042
11916,Africa,2013,Multiple renewables,3.345469667
11917,Africa,2017,Multiple renewables,0.003600129
11918,Africa,2010,Multiple renewables,1.311044499
11919,Africa,2012,Multiple renewables,1.262029776
11920,Africa,2018,Multiple renewables,3.415153871
11921,Africa,2009,Solar energy,0.899223724
11922,Africa,2012,Solar energy,1.259379738
11923,Africa,2016,Solar energy,2.334484657
11924,Africa,2019,Solar energy,2.798612
11925,Africa,2020,Solar energy,0.555853111
11926,Africa,2013,Solar energy,0.366366507
11927,Africa,2017,Multiple renewables,0.007069475
11928,Africa,2017,Solar energy,0.023321545
11929,Africa,2009,Multiple renewables,11.94109428
11930,Africa,2010,Multiple renewables,0.647373358
11931,Africa,2011,Multiple renewables,1.402485165
11932,Africa,2013,Multiple renewables,15.08556048
11933,Africa,2010,Multiple renewables,1.307990522
11934,Africa,2011,Multiple renewables,0.203227434
11935,Africa,2017,Multiple renewables,17.4126676
11936,Africa,2019,Multiple renewables,2.126945
11937,Africa,2018,Multiple renewables,10.80815312
11938,Africa,2019,Multiple renewables,16.168453
11939,Africa,2013,Multiple renewables,12.28156564
11940,Africa,2012,Bioenergy,0.097253101
11941,Africa,2013,Bioenergy,0.028950288
11942,Africa,2013,Multiple renewables,0.092111608
11943,Africa,2016,Solar energy,51.94017001
11944,Africa,2014,Multiple renewables,9.125320758
11945,Africa,2014,Multiple renewables,9.125320758
11946,Africa,2020,Multiple renewables,18.31534641
11947,Africa,2015,Renewable hydropower,0.232057346
11948,Africa,2020,Multiple renewables,24.38803684
11949,Africa,2016,Solar energy,23.45088655
11950,Africa,2016,Solar energy,42.21159579
11951,Africa,2016,Solar energy,20.84523249
11952,Africa,2016,Solar energy,69.73980981
11953,Africa,2016,Solar energy,6.091944151
11954,Africa,2019,Multiple renewables,13.836337
11955,Africa,2019,Multiple renewables,43.121012
11956,Africa,2015,Solar energy,0.004368011
11957,Africa,2012,Solar energy,0.247657551
11958,Africa,2013,Multiple renewables,0.075607523
11959,Africa,2010,Bioenergy,0.06766177
11960,Africa,2016,Multiple renewables,0.064859698
11961,Africa,2016,Solar energy,0.792206238
11962,Africa,2016,Multiple renewables,23.7818892
11963,Africa,2018,Multiple renewables,3.905931079
11964,Africa,2017,Solar energy,0.083781437
11965,Africa,2014,Renewable hydropower,0.252995041
11966,Africa,2016,Oil,0.155557547
11967,Africa,2017,Solar energy,19.09169507
11968,Africa,2017,Solar energy,0.053630539
11969,Africa,2017,Solar energy,5.498156835
11970,Africa,2019,Multiple renewables,3.75
11971,Africa,2019,Multiple renewables,5.625
11972,Africa,2019,Solar energy,5.38
11973,Africa,2019,Solar energy,0.005695811
11974,Africa,2020,Solar energy,0.001544055
11975,Africa,2002,Geothermal energy,0.223000156
11976,Africa,2009,Solar energy,2.356553902
11977,Africa,2010,Solar energy,1.944580642
11978,Africa,2011,Solar energy,1.444238191
11979,Africa,2001,Multiple renewables,0.7035014
11980,Africa,2010,Solar energy,0.323616589
11981,Africa,2012,Fossil fuels n.e.s.,0.054538266
11982,Africa,2012,Fossil fuels n.e.s.,0.062868318
11983,Africa,2012,Fossil fuels n.e.s.,0.067403818
11984,Africa,2012,Fossil fuels n.e.s.,0.071849506
11985,Africa,2012,Fossil fuels n.e.s.,0.558989157
11986,Africa,2013,Multiple renewables,0.143427269
11987,Africa,2015,Bioenergy,0.027093946
11988,Africa,2015,Bioenergy,0.026650786
11989,Africa,2015,Natural gas,0.062557507
11990,Africa,2015,Multiple renewables,0.071935768
11991,Africa,2015,Solar energy,0.021245946
11992,Africa,2016,Geothermal energy,0.09928632
11993,Africa,2016,Natural gas,0.002867092
11994,Africa,2016,Natural gas,0.114471287
11995,Africa,2016,Natural gas,0.137726586
11996,Africa,2016,Multiple renewables,0.090791234
11997,Africa,2018,Wind energy,0.335046205
11998,Africa,2016,Fossil fuels n.e.s.,0.582829815
11999,Africa,2017,Solar energy,0.008578047
12000,Africa,2017,Multiple renewables,0.052375073
12001,Africa,2017,Multiple renewables,0.081246506
12002,Africa,2017,Multiple renewables,0.096932971
12003,Africa,2007,Renewable hydropower,0.98784859
12004,Africa,2006,Renewable hydropower,2.166036514
12005,Africa,2000,Multiple renewables,0.025775382
12006,Africa,2006,Renewable hydropower,0.203066173
12007,Africa,2018,Fossil fuels n.e.s.,0.243012065
12008,Africa,2010,Multiple renewables,0.667099183
12009,Africa,2004,Bioenergy,2.344758893
12010,Africa,2005,Bioenergy,0.356507426
12011,Africa,2014,Multiple renewables,12.05292218
12012,Africa,2018,Multiple renewables,2.484774767
12013,Africa,2017,Multiple renewables,0.740915572
12014,Africa,2018,Multiple renewables,1.714187794
12015,Africa,2017,Multiple renewables,6.972920083
12016,Africa,2018,Multiple renewables,1.600363883
12017,Africa,2016,Multiple renewables,17.22762963
12018,Africa,2017,Multiple renewables,3.814217508
12019,Africa,2018,Multiple renewables,4.803366739
12020,Africa,2019,Multiple renewables,30.320162
12021,Africa,2018,Multiple renewables,4.456203906
12022,Africa,2019,Multiple renewables,34.45651
12023,Africa,2020,Multiple renewables,29.77902618
12024,Africa,2001,Solar energy,38.49597889
12025,Africa,2001,Multiple renewables,0.116111759
12026,Africa,2016,Solar energy,5.309428897
12027,Africa,2018,Solar energy,6.107109479
12028,Africa,2018,Solar energy,25.44628949
12029,Africa,2010,Multiple renewables,0.323382012
12030,Africa,2020,Multiple renewables,43.75536264
12031,Africa,2006,Solar energy,0.662117773
12032,Africa,2012,Renewable hydropower,2.489468727
12033,Africa,2012,Renewable hydropower,0.041491118
12034,Africa,2010,Multiple renewables,0.216765237
12035,Africa,2012,Multiple renewables,0.788332068
12036,Africa,2012,Multiple renewables,0.010372779
12037,Africa,2010,Fossil fuels n.e.s.,0.026012257
12038,Africa,2015,Geothermal energy,0.006450001
12039,Africa,2016,Geothermal energy,0.176044757
12040,Africa,2017,Geothermal energy,7.428822027
12041,Africa,2012,Fossil fuels n.e.s.,7.802339984
12042,Africa,2013,Fossil fuels n.e.s.,8.75115752
12043,Africa,2014,Multiple renewables,0.249098733
12044,Africa,2017,Multiple renewables,0.243085039
12045,Africa,2013,Multiple renewables,14.84648803
12046,Africa,2012,Fossil fuels n.e.s.,18.2932214
12047,Africa,2019,Multiple renewables,29.105564
12048,Africa,2019,Multiple renewables,15.336393
12049,Africa,2015,Multiple renewables,0.594372995
12050,Africa,2007,Multiple renewables,0.048060894
12051,Africa,2014,Bioenergy,0.729426537
12052,Africa,2014,Multiple renewables,0.850996863
12053,Africa,2008,Solar energy,0.03502944
12054,Africa,2017,Multiple renewables,0.346381996
12055,Africa,2017,Multiple renewables,6.927631717
12056,Africa,2017,Multiple renewables,0.577302302
12057,Africa,2019,Multiple renewables,8.227919
12058,Africa,2020,Multiple renewables,3.904047744
12059,Africa,2020,Multiple renewables,11.09892713
12060,Africa,2012,Geothermal energy,6.071422255
12061,Africa,2017,Multiple renewables,8.08223632
12062,Africa,2017,Multiple renewables,0.577302302
12063,Africa,2019,Multiple renewables,11.194448
12064,Africa,2005,Solar energy,0.044949275
12065,Africa,2016,Multiple renewables,45.99909084
12066,Africa,2014,Multiple renewables,5.845553986
12067,Africa,2015,Multiple renewables,3.467809411
12068,Africa,2015,Multiple renewables,5.779682699
12069,Africa,2015,Multiple renewables,6.935618822
12070,Africa,2016,Multiple renewables,3.449931709
12071,Africa,2015,Multiple renewables,1.733905226
12072,Africa,2019,Multiple renewables,0.167659
12073,Africa,2019,Multiple renewables,0.442522
12074,Africa,2019,Multiple renewables,0.353633
12075,Africa,2019,Multiple renewables,0.33421
12076,Africa,2019,Multiple renewables,0.321952
12077,Africa,2019,Multiple renewables,0.068970817
12078,Africa,2019,Multiple renewables,0.010567356
12079,Africa,2019,Multiple renewables,0.015795297
12080,Africa,2019,Multiple renewables,0.016915744
12081,Africa,2019,Multiple renewables,0.012193104
12082,Africa,2019,Multiple renewables,0.019115955
12083,Africa,2019,Multiple renewables,0.033552394
12084,Africa,2019,Multiple renewables,0.022368308
12085,Africa,2019,Multiple renewables,0.02240081
12086,Africa,2019,Multiple renewables,0.018601537
12087,Africa,2019,Multiple renewables,0.064349643
12088,Africa,2019,Multiple renewables,0.01433066
12089,Africa,2019,Multiple renewables,0.027906218
12090,Africa,2019,Multiple renewables,0.052319196
12091,Africa,2019,Multiple renewables,0.050329812
12092,Africa,2020,Multiple renewables,0.025949482
12093,Africa,2019,Multiple renewables,1.679167
12094,Africa,2020,Multiple renewables,0.115601627
12095,Africa,2014,Multiple renewables,0.006048255
12096,Africa,2016,Multiple renewables,120.1689119
12097,Africa,2016,Multiple renewables,4.005630324
12098,Africa,2016,Multiple renewables,0.400562395
12099,Africa,2014,Multiple renewables,2.79298505
12100,Africa,2015,Multiple renewables,26.39918707
12101,Africa,2016,Multiple renewables,10.74309541
12102,Africa,2016,Multiple renewables,27.45953237
12103,Africa,2016,Fossil fuels n.e.s.,0.755656156
12104,Africa,2008,Nuclear,0.119069965
12105,Africa,2008,Nuclear,0.119069965
12106,Africa,2006,Renewable hydropower,14.56658679
12107,Africa,2006,Renewable hydropower,14.56658679
12108,Africa,2006,Renewable hydropower,14.56658679
12109,Africa,2011,Solar energy,0.230798809
12110,Africa,2012,Solar energy,0.478024948
12111,Africa,2013,Solar energy,1.124661249
12112,Africa,2014,Bioenergy,0.534380875
12113,Africa,2015,Fossil fuels n.e.s.,0.82807564
12114,Africa,2016,Solar energy,0.625356975
12115,Africa,2018,Multiple renewables,0.882884576
12116,Africa,2012,Multiple renewables,0.04303249
12117,Africa,2015,Solar energy,20.70189099
12118,Africa,2016,Solar energy,81.71331135
12119,Africa,2019,Solar energy,63.808351
12120,Africa,2020,Solar energy,29.21792668
12121,Africa,2014,Multiple renewables,0.392034878
12122,Africa,2019,Multiple renewables,25.523226
12123,Africa,2019,Solar energy,0.143568
12124,Africa,2017,Solar energy,0.00057915
12125,Africa,2018,Solar energy,0.000569086
12126,Africa,2020,Solar energy,0.111931929
12127,Africa,2012,Geothermal energy,0.236153703
12128,Africa,2011,Geothermal energy,0.087073855
12129,Africa,2013,Geothermal energy,1.257464116
12130,Africa,2014,Geothermal energy,1.805793878
12131,Africa,2015,Geothermal energy,1.107469524
12132,Africa,2016,Geothermal energy,1.365909404
12133,Africa,2017,Geothermal energy,1.135214335
12134,Africa,2012,Bioenergy,0.248946707
12135,Africa,2013,Multiple renewables,0.978780222
12136,Africa,2008,Fossil fuels n.e.s.,0.025510596
12137,Africa,2011,Geothermal energy,0.062491703
12138,Africa,2012,Geothermal energy,0.045594546
12139,Africa,2013,Geothermal energy,0.041561336
12140,Africa,2014,Geothermal energy,0.004749263
12141,Africa,2011,Solar energy,4.206618322
12142,Africa,2019,Natural gas,3.788937
12143,Africa,2020,Natural gas,54.24967234
12144,Africa,2019,Natural gas,15.916036
12145,Africa,2020,Natural gas,1.219920128
12146,Africa,2019,Renewable hydropower,0.932119
12147,Africa,2020,Solar energy,3.398145874
12148,Africa,2019,Multiple renewables,2.034005
12149,Africa,2019,Solar energy,11.102852
12150,Africa,2020,Solar energy,1.213100151
12151,Africa,2020,Solar energy,10.91790136
12152,Africa,2020,Solar energy,15.30301918
12153,Africa,2019,Solar energy,3.130009
12154,Africa,2010,Renewable hydropower,0.043584561
12155,Africa,2010,Renewable hydropower,0.017705996
12156,Africa,2010,Solar energy,0.050300771
12157,Africa,2010,Solar energy,0.041917446
12158,Africa,2010,Solar energy,0.050300771
12159,Africa,2020,Multiple renewables,0.279515842
12160,Africa,2006,Multiple renewables,0.01617314
12161,Africa,2009,Renewable hydropower,0.061339766
12162,Africa,2015,Multiple renewables,8.677848306
12163,Africa,2017,Multiple renewables,0.254121992
12164,Africa,2018,Other non-renewables,14.3995846
12165,Africa,2018,Renewable hydropower,14.3995846
12166,Africa,2019,Multiple renewables,0.542577
12167,Africa,2012,Renewable hydropower,1.983898004
12168,Africa,2014,Renewable hydropower,0.231487261
12169,Africa,2016,Fossil fuels n.e.s.,0.156339244
12170,Africa,2016,Multiple renewables,0.104226162
12171,Africa,2019,Solar energy,68.6
12172,Africa,2019,Solar energy,4.9
12173,Africa,2017,Multiple renewables,0.061455019
12174,Africa,2018,Solar energy,6.386198434
12175,Africa,2017,Multiple renewables,15.22219488
12176,Africa,2003,Multiple renewables,0.036988553
12177,Africa,2005,Multiple renewables,0.676534713
12178,Africa,2006,Multiple renewables,0.07775337
12179,Africa,2007,Multiple renewables,6.796810419
12180,Africa,2009,Renewable hydropower,0.003096348
12181,Africa,2011,Multiple renewables,0.382885968
12182,Africa,2013,Solar energy,0.03612706
12183,Africa,2014,Solar energy,0.916765024
12184,Africa,2015,Solar energy,0.037080817
12185,Africa,2015,Solar energy,0.070608151
12186,Africa,2016,Wind energy,0.062725677
12187,Africa,2017,Renewable hydropower,0.362051326
12188,Africa,2017,Renewable hydropower,1.262208226
12189,Africa,2017,Solar energy,0.072410664
12190,Africa,2017,Solar energy,0.220851379
12191,Africa,2017,Solar energy,0.156889274
12192,Africa,2018,Multiple renewables,3.960497706
12193,Africa,2019,Multiple renewables,22.730889
12194,Africa,2019,Multiple renewables,0.156104
12195,Africa,2019,Nuclear,0.340963
12196,Africa,2019,Multiple renewables,3.409633
12197,Africa,2000,Multiple renewables,9.906072903
12198,Africa,2013,Multiple renewables,1.168102862
12199,Africa,2009,Multiple renewables,0.032371061
12200,Africa,2005,Bioenergy,0.611902817
12201,Africa,2003,Multiple renewables,0.038934449
12202,Africa,2006,Renewable hydropower,1.555062409
12203,Africa,2008,Multiple renewables,3.420110645
12204,Africa,2014,Multiple renewables,36.0222128
12205,Africa,2009,Bioenergy,1.168313292
12206,Africa,2014,Multiple renewables,89.3249241
12207,Africa,2015,Multiple renewables,68.12990956
12208,Africa,2019,Multiple renewables,22.90384
12209,Africa,2017,Multiple renewables,0.021913535
12210,Africa,2018,Multiple renewables,4.343709154
12211,Africa,2018,Multiple renewables,0.103163069
12212,Africa,2017,Multiple renewables,0.022235668
12213,Africa,2017,Multiple renewables,0.022191006
12214,Africa,2017,Multiple renewables,0.022135892
12215,Africa,2018,Multiple renewables,0.017418134
12216,Africa,2018,Multiple renewables,0.013841457
12217,Africa,2018,Multiple renewables,0.145080969
12218,Africa,2018,Multiple renewables,0.011945535
12219,Africa,2018,Multiple renewables,0.02644193
12220,Africa,2018,Multiple renewables,0.038007148
12221,Africa,2020,Multiple renewables,7.980715637
12222,Africa,2019,Multiple renewables,0.211508
12223,Africa,2020,Multiple renewables,1.996732203
12224,Africa,2019,Multiple renewables,0.00351
12225,Africa,2019,Multiple renewables,0.042302
12226,Africa,2019,Multiple renewables,0.037014
12227,Africa,2019,Multiple renewables,0.015863
12228,Africa,2019,Multiple renewables,1.204787
12229,Africa,2019,Multiple renewables,4.230163
12230,Africa,2019,Multiple renewables,4.600302
12231,Africa,2019,Multiple renewables,0.042302
12232,Africa,2019,Multiple renewables,0.031726
12233,Africa,2020,Multiple renewables,0.521274815
12234,Africa,2017,Multiple renewables,5.336565905
12235,Africa,2015,Multiple renewables,0.634039638
12236,Africa,2005,Multiple renewables,0.019331693
12237,Africa,2005,Multiple renewables,0.029127064
12238,Africa,2006,Multiple renewables,0.11230459
12239,Africa,2009,Bioenergy,0.017948928
12240,Africa,2012,Multiple renewables,1.90536e-05
12292,Africa,2013,Solar energy,10.58643816
12293,Africa,2014,Solar energy,10.97455797
12294,Africa,2012,Solar energy,15.39843933
12295,Africa,2011,Solar energy,2.40020219
12296,Africa,2011,Solar energy,6.000505475
12297,Africa,2015,Renewable hydropower,1.624262497
12319,Africa,2013,Multiple renewables,0.035825181
12320,Africa,2013,Multiple renewables,0.004129036
12321,Africa,2014,Multiple renewables,0.005456081
12322,Africa,2014,Multiple renewables,0.019474041
12323,Africa,2014,Multiple renewables,0.003142679
12324,Africa,2011,Fossil fuels n.e.s.,23.74221712
12325,Africa,2009,Solar energy,5.505965747
12326,Africa,2020,Renewable hydropower,216.4385707
12327,Africa,2018,Geothermal energy,0.04942774
12328,Africa,2006,Solar energy,0.015111653
12329,Africa,2007,Multiple renewables,0.010125593
12330,Africa,2008,Solar energy,0.021630702
12331,Africa,2012,Bioenergy,0.027303596
12332,Africa,2013,Solar energy,0.012394936
12333,Africa,2018,Solar energy,0.002010797
12334,Africa,2006,Renewable hydropower,0.454960902
12335,Africa,2011,Multiple renewables,0.019870417
12336,Africa,2012,Multiple renewables,0.074935571
12337,Africa,2012,Multiple renewables,0.030748719
12338,Africa,2008,Bioenergy,12.63963659
12339,Africa,2008,Bioenergy,12.63963659
12340,Africa,2009,Bioenergy,12.61184951
12341,Africa,2011,Multiple renewables,0.083004467
12342,Africa,2012,Multiple renewables,0.081077899
12343,Africa,2020,Renewable hydropower,0.707603461
12344,Africa,2010,Multiple renewables,0.074309496
12345,Africa,2014,Renewable hydropower,26.72938136
12346,Africa,2016,Renewable hydropower,23.18673576
12347,Africa,2016,Renewable hydropower,2.173761689
12348,Africa,2014,Renewable hydropower,9.200433199
12349,Africa,2008,Bioenergy,0.202092274
12350,Africa,2016,Solar energy,0.341200926
12351,Africa,2017,Solar energy,0.104229001
12352,Africa,2017,Solar energy,0.052072809
12353,Africa,2019,Solar energy,0.099988
12354,Africa,2016,Solar energy,0.106188578
12355,Africa,2016,Solar energy,0.104937676
12356,Africa,2012,Renewable hydropower,0.013757137
12357,Africa,2008,Renewable hydropower,0.498733805
12358,Africa,2009,Renewable hydropower,2.885944956
12359,Africa,2010,Renewable hydropower,0.041033712
12360,Africa,2011,Renewable hydropower,1.161313836
12361,Africa,2013,Renewable hydropower,0.016530599
12362,Africa,2006,Renewable hydropower,0.07173945
